gender,job_title,job_industry_category,wealth_segment,tenure,postcode,state,property_valuation,Age_category,past_3_years_bike_related_purchases_categories,cluster,customer_id
Male,Assistant Media Planner,Entertainment,Mass Customer,3,2081,NSW,10,25-34,41-50,Cat_1,2930
Female,Product Engineer,Retail,Mass Customer,17,3138,VIC,8,55-64,Above 90,Cat_2,2354
Female,Software Consultant,Financial Services,Mass Customer,1,4552,QLD,4,25-34,Nov-20,Cat_2,416
Female,Physical Therapy Assistant,Retail,High Net Worth,17,2179,NSW,8,45-54,51-60,Cat_1,1013
Male,Database Administrator III,Retail,Mass Customer,11,2021,NSW,7,35-44,31-40,Cat_1,533
Male,Accountant IV,IT,High Net Worth,16,2450,NSW,6,Above 64,Above 90,Cat_1,968
Male,Senior Editor,Manufacturing,Mass Customer,3,3551,VIC,3,35-44,Above 90,Cat_2,727
Male,GIS Technical Architect,Manufacturing,Mass Customer,12,3122,VIC,7,35-44,31-40,Cat_2,3425
Male,Help Desk Operator,Telecommunications,High Net Worth,21,4670,QLD,1,45-54,51-60,Cat_2,2140
Female,Business Systems Development Analyst,IT,Mass Customer,22,2749,NSW,8,35-44,31-40,Cat_1,62
Female,Automation Specialist II,Health,Mass Customer,11,4109,QLD,9,45-54,Below 10,Cat_2,1995
Male,Web Designer III,Retail,Mass Customer,3,2250,NSW,9,45-54,81-90,Cat_1,1965
Female,Librarian,Entertainment,High Net Worth,19,2096,NSW,10,Above 64,Below 10,Cat_1,366
Female,Graphic Designer,Financial Services,Affluent Customer,4,2138,NSW,9,25-34,81-90,Cat_2,2993
Female,Director of Sales,IT,Affluent Customer,8,3183,VIC,9,55-64,21-30,Cat_3,1887
Female,Senior Quality Engineer,Health,Mass Customer,17,3087,VIC,9,55-64,81-90,Cat_1,1692
Female,Software Test Engineer I,Manufacturing,Affluent Customer,8,3166,VIC,10,45-54,Nov-20,Cat_2,1927
Male,Systems Administrator IV,Financial Services,Mass Customer,22,2705,NSW,5,45-54,Above 90,Cat_1,2567
Male,Legal Assistant,Manufacturing,High Net Worth,3,4750,QLD,2,35-44,Below 10,Cat_1,3276
Male,Information Systems Manager,Retail,High Net Worth,17,2095,NSW,9,55-64,Above 90,Cat_2,1808
Female,Chemical Engineer,Manufacturing,Mass Customer,10,2284,NSW,5,25-34,Above 90,Cat_1,2368
Male,Internal Auditor,Retail,Mass Customer,1,2120,NSW,11,18-24,21-30,Cat_2,470
Male,Administrative Officer,Financial Services,Mass Customer,5,3068,VIC,10,Above 64,41-50,Cat_2,3270
Female,Clinical Specialist,Health,Mass Customer,21,3182,VIC,7,45-54,51-60,Cat_1,309
Female,Social Worker,Health,Affluent Customer,18,2117,NSW,9,45-54,51-60,Cat_3,1698
Female,Tax Accountant,Manufacturing,High Net Worth,11,2259,NSW,7,35-44,Below 10,Cat_1,2712
Male,Research Assistant IV,Retail,Mass Customer,14,4114,QLD,3,45-54,21-30,Cat_3,832
Female,Assistant Manager,Retail,Affluent Customer,1,4214,QLD,9,18-24,21-30,Cat_3,3015
Female,Information Systems Manager,Financial Services,High Net Worth,20,4519,QLD,6,45-54,Below 10,Cat_2,3484
Female,Account Executive,Manufacturing,Mass Customer,7,4014,QLD,8,55-64,31-40,Cat_2,2775
Female,Budget/Accounting Analyst IV,Financial Services,Mass Customer,15,2079,NSW,10,35-44,21-30,Cat_1,1208
Female,Account Representative II,Health,High Net Worth,18,2261,NSW,8,55-64,Nov-20,Cat_3,2109
Female,Tax Accountant,Manufacturing,Mass Customer,18,2077,NSW,8,35-44,Below 10,Cat_3,3195
Male,Technical Writer,Manufacturing,Mass Customer,14,2144,NSW,7,45-54,Above 90,Cat_1,3366
Male,Design Engineer,Manufacturing,High Net Worth,9,2770,NSW,9,45-54,31-40,Cat_3,2492
Female,Help Desk Operator,Entertainment,Affluent Customer,17,2047,NSW,9,45-54,Above 90,Cat_1,389
Male,Geological Engineer,Manufacturing,High Net Worth,20,2750,NSW,9,35-44,61-70,Cat_1,552
Female,Social Worker,Health,High Net Worth,14,3805,VIC,7,45-54,Nov-20,Cat_1,3009
Male,Business Systems Development Analyst,Financial Services,Affluent Customer,19,2259,NSW,8,35-44,31-40,Cat_1,2925
Male,Programmer Analyst III,Manufacturing,Mass Customer,2,3186,VIC,9,25-34,Below 10,Cat_2,140
Male,Analog Circuit Design manager,Manufacturing,Affluent Customer,6,2222,NSW,11,Above 64,Below 10,Cat_1,209
Female,Senior Financial Analyst,Financial Services,High Net Worth,11,3197,VIC,9,45-54,Nov-20,Cat_2,1595
Male,Analog Circuit Design manager,IT,Mass Customer,12,2150,NSW,8,55-64,61-70,Cat_3,769
Female,Analog Circuit Design manager,IT,High Net Worth,2,3147,VIC,11,18-24,21-30,Cat_1,2377
Female,Staff Accountant I,Manufacturing,Mass Customer,3,4102,QLD,4,25-34,41-50,Cat_2,3355
Female,Nurse Practicioner,Manufacturing,Mass Customer,14,2213,NSW,10,55-64,31-40,Cat_1,2350
Male,Recruiting Manager,Retail,Affluent Customer,6,2026,NSW,10,Above 64,61-70,Cat_3,720
Female,Analog Circuit Design manager,Manufacturing,Mass Customer,14,2325,NSW,4,35-44,41-50,Cat_3,3249
Female,GIS Technical Architect,Financial Services,Mass Customer,17,2200,NSW,9,35-44,31-40,Cat_1,2939
Male,Environmental Tech,Financial Services,Mass Customer,21,3004,VIC,9,45-54,51-60,Cat_1,492
Female,Recruiter,Retail,Mass Customer,7,2101,NSW,11,Above 64,Nov-20,Cat_1,3100
Female,Physical Therapy Assistant,Manufacturing,High Net Worth,15,2119,NSW,11,35-44,41-50,Cat_1,1586
Female,Staff Accountant III,Telecommunications,High Net Worth,14,2135,NSW,12,55-64,Below 10,Cat_1,31
Male,Chemical Engineer,Manufacturing,High Net Worth,1,2830,NSW,4,25-34,51-60,Cat_3,887
Female,Software Test Engineer III,Retail,High Net Worth,8,2093,NSW,11,45-54,61-70,Cat_2,2498
Male,Quality Engineer,Property,High Net Worth,11,2285,NSW,7,55-64,41-50,Cat_1,3415
Female,Cost Accountant,Financial Services,Affluent Customer,6,3805,VIC,7,25-34,61-70,Cat_3,3117
Female,Director of Sales,Financial Services,Mass Customer,5,2487,NSW,9,45-54,71-80,Cat_3,2850
Male,Chemical Engineer,Manufacturing,Mass Customer,10,2262,NSW,7,55-64,51-60,Cat_1,683
Male,VP Marketing,Retail,Mass Customer,7,2291,NSW,6,35-44,81-90,Cat_1,3388
Female,Librarian,Entertainment,Mass Customer,1,4815,QLD,3,25-34,31-40,Cat_1,1968
Female,Teacher,Financial Services,Affluent Customer,4,2440,NSW,2,45-54,41-50,Cat_2,2923
Male,Junior Executive,Manufacturing,Mass Customer,1,2428,NSW,9,18-24,Above 90,Cat_1,15
Female,Professor,Argiculture,High Net Worth,11,4151,QLD,4,45-54,81-90,Cat_3,2659
Female,Social Worker,Health,Mass Customer,7,3131,VIC,12,45-54,Above 90,Cat_2,3417
Female,Social Worker,Health,High Net Worth,4,2153,NSW,10,35-44,21-30,Cat_2,1862
Female,Web Designer II,Retail,Mass Customer,19,2018,NSW,11,35-44,21-30,Cat_3,1670
Male,Product Engineer,Health,Mass Customer,17,2810,NSW,1,55-64,61-70,Cat_1,2126
Female,Electrical Engineer,Manufacturing,Affluent Customer,11,2758,NSW,9,45-54,31-40,Cat_3,2702
Female,Computer Systems Analyst II,Property,Mass Customer,16,2213,NSW,10,55-64,Above 90,Cat_3,125
Male,Analyst Programmer,Retail,Affluent Customer,7,2263,NSW,8,25-34,41-50,Cat_1,750
Female,Legal Assistant,Manufacturing,Affluent Customer,6,2322,NSW,4,55-64,Below 10,Cat_3,359
Male,Engineer I,Manufacturing,Affluent Customer,16,2295,NSW,8,35-44,41-50,Cat_2,2820
Male,Clinical Specialist,Health,Mass Customer,1,2163,NSW,9,18-24,71-80,Cat_3,850
Male,Chemical Engineer,Manufacturing,Mass Customer,10,2323,NSW,5,35-44,81-90,Cat_2,3072
Female,Cost Accountant,Financial Services,High Net Worth,16,2040,NSW,12,45-54,Nov-20,Cat_3,820
Male,Registered Nurse,Health,Mass Customer,13,2234,NSW,10,35-44,41-50,Cat_3,919
Female,Help Desk Technician,Manufacturing,Mass Customer,1,4818,QLD,7,18-24,41-50,Cat_3,1250
Female,Junior Executive,Telecommunications,Affluent Customer,3,4118,QLD,4,25-34,61-70,Cat_2,1194
Female,Chief Design Engineer,Retail,High Net Worth,12,2036,NSW,10,45-54,71-80,Cat_3,234
Male,Analog Circuit Design manager,Financial Services,Mass Customer,4,2190,NSW,8,45-54,Below 10,Cat_3,724
Female,Product Engineer,Manufacturing,Mass Customer,11,3821,VIC,7,45-54,81-90,Cat_2,1976
Male,Recruiting Manager,Manufacturing,Mass Customer,12,4352,QLD,7,55-64,Nov-20,Cat_1,193
Male,Administrative Officer,IT,High Net Worth,7,2126,NSW,11,35-44,21-30,Cat_1,1588
Female,Social Worker,Health,High Net Worth,17,4352,QLD,6,45-54,Above 90,Cat_3,167
Male,Human Resources Assistant III,Property,Affluent Customer,11,2099,NSW,11,35-44,Nov-20,Cat_1,2821
Male,Geologist I,IT,Mass Customer,16,2148,NSW,8,35-44,Above 90,Cat_3,893
Female,Social Worker,Health,Mass Customer,18,2216,NSW,8,45-54,41-50,Cat_3,2794
Male,Nuclear Power Engineer,Manufacturing,Affluent Customer,16,2769,NSW,10,45-54,31-40,Cat_2,1422
Male,Chemical Engineer,Manufacturing,Affluent Customer,7,2101,NSW,11,25-34,31-40,Cat_1,3476
Female,Actuary,Financial Services,Affluent Customer,9,3076,VIC,7,35-44,Above 90,Cat_2,1132
Male,Nurse,Entertainment,Mass Customer,16,4223,QLD,9,35-44,Above 90,Cat_2,2363
Female,Executive Secretary,Argiculture,Mass Customer,18,4121,QLD,9,45-54,61-70,Cat_2,1816
Female,Teacher,Financial Services,Affluent Customer,5,2774,NSW,8,55-64,Nov-20,Cat_1,73
Male,Assistant Manager,Retail,Mass Customer,10,3171,VIC,9,Above 64,61-70,Cat_3,647
Male,Administrative Assistant III,Manufacturing,High Net Worth,11,4130,QLD,7,45-54,21-30,Cat_2,1304
Male,Recruiter,Retail,Mass Customer,14,4869,QLD,3,35-44,61-70,Cat_2,1001
Male,Mechanical Systems Engineer,Financial Services,Mass Customer,4,4073,QLD,6,25-34,Above 90,Cat_1,2724
Male,Executive Secretary,Retail,High Net Worth,13,3677,VIC,1,45-54,Below 10,Cat_2,1787
Female,Nurse,Retail,Mass Customer,11,3690,VIC,5,55-64,Nov-20,Cat_2,524
Female,Business Systems Development Analyst,IT,Mass Customer,4,2340,NSW,4,25-34,Nov-20,Cat_3,479
Male,Pharmacist,Health,Affluent Customer,9,2011,NSW,6,55-64,41-50,Cat_1,1782
Female,Software Engineer IV,Health,Mass Customer,2,2075,NSW,11,18-24,51-60,Cat_2,361
Male,Recruiting Manager,Financial Services,Affluent Customer,1,4507,QLD,8,25-34,Nov-20,Cat_3,941
Female,General Manager,Financial Services,Mass Customer,1,3810,VIC,5,18-24,71-80,Cat_2,2729
Male,VP Sales,Financial Services,Affluent Customer,14,2502,NSW,7,35-44,Nov-20,Cat_1,223
Male,Clinical Specialist,Health,Mass Customer,22,2121,NSW,11,35-44,Nov-20,Cat_1,1571
Female,Software Test Engineer III,Health,Affluent Customer,11,2118,NSW,9,Above 64,Below 10,Cat_3,2747
Male,Product Engineer,Retail,Mass Customer,12,4670,QLD,3,Above 64,31-40,Cat_2,2676
Female,Sales Associate,Health,Mass Customer,5,2745,NSW,9,25-34,21-30,Cat_1,547
Male,Media Manager III,Property,Mass Customer,15,2445,NSW,7,35-44,41-50,Cat_1,2623
Female,Sales Associate,IT,High Net Worth,14,2577,NSW,7,25-34,31-40,Cat_1,661
Female,Human Resources Assistant II,Financial Services,Mass Customer,10,2031,NSW,11,Above 64,Above 90,Cat_3,1037
Male,Engineer I,Manufacturing,Mass Customer,17,3690,VIC,2,35-44,51-60,Cat_2,1446
Male,Recruiting Manager,Retail,Affluent Customer,10,3910,VIC,7,25-34,Nov-20,Cat_2,500
Male,Marketing Assistant,Retail,High Net Worth,1,4014,QLD,8,25-34,51-60,Cat_3,2468
Male,Clinical Specialist,Health,Mass Customer,19,3046,VIC,8,55-64,21-30,Cat_2,1785
Male,Developer IV,Health,Mass Customer,21,2000,NSW,8,35-44,Below 10,Cat_3,2560
Female,Recruiter,Retail,Mass Customer,17,3754,VIC,6,35-44,61-70,Cat_3,1853
Male,Associate Professor,Manufacturing,Mass Customer,7,2230,NSW,12,35-44,Below 10,Cat_1,3468
Female,Programmer II,Health,Affluent Customer,19,3134,VIC,9,45-54,21-30,Cat_2,3389
Female,Business Systems Development Analyst,IT,Affluent Customer,13,2145,NSW,10,45-54,21-30,Cat_1,1020
Female,Junior Executive,Financial Services,High Net Worth,3,3184,VIC,11,35-44,31-40,Cat_2,1052
Female,Programmer II,Health,Mass Customer,13,2063,NSW,11,45-54,Above 90,Cat_1,1679
Female,Social Worker,Health,Mass Customer,18,2030,NSW,12,Above 64,61-70,Cat_3,3330
Female,Internal Auditor,Health,High Net Worth,12,2227,NSW,10,Above 64,81-90,Cat_1,311
Male,Structural Engineer,Manufacturing,Mass Customer,4,4556,QLD,8,35-44,Below 10,Cat_2,1996
Male,Teacher,Telecommunications,Mass Customer,13,2146,NSW,9,35-44,21-30,Cat_2,997
Female,Cost Accountant,Financial Services,Affluent Customer,19,4110,QLD,4,45-54,41-50,Cat_2,693
Female,Office Assistant III,Property,High Net Worth,6,4115,QLD,7,45-54,Above 90,Cat_3,3013
Female,Human Resources Manager,Financial Services,Affluent Customer,8,4152,QLD,8,45-54,31-40,Cat_3,1171
Male,Sales Representative,Retail,Mass Customer,5,3023,VIC,8,55-64,Below 10,Cat_2,1849
Female,Social Worker,Health,Affluent Customer,5,4171,QLD,11,25-34,81-90,Cat_2,827
Male,Design Engineer,Manufacturing,Mass Customer,11,2261,NSW,8,45-54,81-90,Cat_1,1499
Female,Sales Associate,Financial Services,Mass Customer,8,2560,NSW,9,45-54,41-50,Cat_2,2233
Female,Product Engineer,Financial Services,Affluent Customer,4,2046,NSW,12,25-34,41-50,Cat_1,103
Male,Geologist I,Financial Services,Mass Customer,7,2307,NSW,5,35-44,41-50,Cat_3,1494
Male,Social Worker,Health,High Net Worth,12,2118,NSW,9,45-54,61-70,Cat_3,1559
Male,Computer Systems Analyst IV,Manufacturing,Mass Customer,4,3799,VIC,3,25-34,21-30,Cat_1,3381
Male,Operator,IT,Affluent Customer,12,2210,NSW,10,35-44,81-90,Cat_3,1517
Male,Financial Analyst,Financial Services,High Net Worth,20,4869,QLD,4,35-44,21-30,Cat_3,776
Male,Help Desk Operator,Manufacturing,Mass Customer,7,3109,VIC,10,25-34,Below 10,Cat_2,1018
Female,General Manager,Financial Services,Mass Customer,21,2113,NSW,11,35-44,41-50,Cat_3,3280
Female,Food Chemist,Health,Affluent Customer,8,4115,QLD,8,25-34,Above 90,Cat_1,1312
Male,Health Coach IV,Health,Affluent Customer,7,2548,NSW,8,45-54,51-60,Cat_2,682
Male,Tax Accountant,Health,High Net Worth,15,2148,NSW,8,55-64,51-60,Cat_1,1555
Female,Technical Writer,Manufacturing,High Net Worth,9,4300,QLD,5,25-34,61-70,Cat_3,246
Male,Dental Hygienist,Health,Affluent Customer,17,2566,NSW,8,45-54,51-60,Cat_3,2336
Female,Nurse Practicioner,Health,Mass Customer,14,4178,QLD,7,55-64,71-80,Cat_3,2391
Female,Accountant II,IT,Affluent Customer,7,3756,VIC,7,35-44,81-90,Cat_1,2139
Female,VP Marketing,Financial Services,Mass Customer,17,3124,VIC,12,45-54,Nov-20,Cat_2,867
Male,Account Coordinator,Retail,Affluent Customer,17,2307,NSW,4,45-54,Below 10,Cat_1,543
Female,Assistant Media Planner,Entertainment,Mass Customer,10,2450,NSW,7,45-54,Nov-20,Cat_3,2839
Female,Sales Associate,Financial Services,Affluent Customer,8,4213,QLD,5,55-64,21-30,Cat_2,333
Female,Web Developer II,Manufacturing,Mass Customer,15,3121,VIC,10,55-64,71-80,Cat_3,2826
Male,Cost Accountant,Financial Services,High Net Worth,7,4105,QLD,8,25-34,Nov-20,Cat_2,1707
Female,Sales Representative,Retail,High Net Worth,7,2873,NSW,1,45-54,71-80,Cat_1,1198
Male,Systems Administrator IV,Manufacturing,High Net Worth,4,3223,VIC,7,25-34,31-40,Cat_2,3481
Male,Engineer II,Health,High Net Worth,11,2745,NSW,8,45-54,31-40,Cat_3,695
Male,Environmental Tech,Property,Mass Customer,5,3977,VIC,4,25-34,61-70,Cat_2,2298
Female,Food Chemist,Health,Affluent Customer,6,2594,NSW,3,45-54,81-90,Cat_3,753
Female,Assistant Media Planner,Entertainment,Mass Customer,12,2261,NSW,9,25-34,51-60,Cat_1,3071
Female,Dental Hygienist,Health,Mass Customer,17,2299,NSW,6,45-54,31-40,Cat_3,1913
Female,Account Coordinator,Property,Mass Customer,12,2871,NSW,1,45-54,41-50,Cat_3,2633
Female,Account Coordinator,Property,Mass Customer,13,2304,NSW,7,35-44,31-40,Cat_1,252
Female,Executive Secretary,Retail,Mass Customer,18,3145,VIC,11,35-44,31-40,Cat_3,1032
Male,Dental Hygienist,Health,High Net Worth,19,4074,QLD,7,45-54,41-50,Cat_2,1094
Male,Cost Accountant,Financial Services,Mass Customer,18,3756,VIC,4,35-44,Nov-20,Cat_3,1396
Male,Help Desk Operator,Manufacturing,Affluent Customer,20,2061,NSW,10,45-54,61-70,Cat_1,1186
Male,VP Quality Control,Manufacturing,High Net Worth,13,2444,NSW,6,45-54,21-30,Cat_3,2770
Female,Recruiting Manager,Manufacturing,Mass Customer,19,3071,VIC,10,Above 64,51-60,Cat_1,2518
Male,Environmental Specialist,Health,High Net Worth,14,2031,NSW,8,45-54,81-90,Cat_1,3197
Male,Statistician III,Manufacturing,Mass Customer,11,4305,QLD,2,55-64,Above 90,Cat_2,1979
Male,Civil Engineer,Manufacturing,Mass Customer,4,2630,NSW,1,25-34,21-30,Cat_1,1447
Male,Administrative Assistant IV,Financial Services,Mass Customer,4,2780,NSW,8,45-54,81-90,Cat_3,2618
Female,Junior Executive,Manufacturing,Mass Customer,16,2259,NSW,6,45-54,Below 10,Cat_2,1224
Male,Human Resources Assistant II,Manufacturing,Mass Customer,14,2540,NSW,8,45-54,41-50,Cat_1,1019
Female,Editor,Health,Affluent Customer,16,2230,NSW,12,55-64,51-60,Cat_3,1677
Male,VP Accounting,Financial Services,Affluent Customer,11,2871,NSW,7,35-44,31-40,Cat_2,1047
Female,Chemical Engineer,Manufacturing,High Net Worth,7,4500,QLD,3,35-44,Below 10,Cat_2,1320
Female,Internal Auditor,Manufacturing,Affluent Customer,9,2156,NSW,11,25-34,Above 90,Cat_1,823
Female,Marketing Manager,Retail,Affluent Customer,2,3031,VIC,7,18-24,31-40,Cat_1,854
Female,Cost Accountant,Financial Services,High Net Worth,4,3162,VIC,11,35-44,61-70,Cat_1,1141
Male,Database Administrator I,IT,Affluent Customer,2,2119,NSW,11,25-34,Nov-20,Cat_3,1574
Female,Web Designer I,Manufacturing,Mass Customer,9,2145,NSW,8,55-64,Below 10,Cat_1,132
Female,Staff Scientist,Manufacturing,Mass Customer,15,3046,VIC,9,55-64,81-90,Cat_1,1399
Male,Developer III,Financial Services,High Net Worth,7,2747,NSW,8,35-44,21-30,Cat_1,2118
Male,Account Coordinator,Property,High Net Worth,7,2229,NSW,12,35-44,41-50,Cat_2,1691
Female,Senior Sales Associate,Health,High Net Worth,17,2251,NSW,9,25-34,71-80,Cat_2,345
Male,Quality Engineer,Telecommunications,Mass Customer,11,2261,NSW,7,45-54,41-50,Cat_2,1665
Female,Assistant Professor,Financial Services,High Net Worth,6,2089,NSW,12,25-34,31-40,Cat_1,964
Female,Senior Developer,Financial Services,Affluent Customer,7,2261,NSW,7,25-34,81-90,Cat_1,3477
Male,Chemical Engineer,Manufacturing,High Net Worth,19,2880,NSW,1,55-64,31-40,Cat_1,3318
Male,Social Worker,Health,Mass Customer,5,2120,NSW,10,35-44,21-30,Cat_1,2490
Female,Accountant I,IT,High Net Worth,7,2166,NSW,9,25-34,31-40,Cat_1,3023
Female,Account Executive,Retail,Affluent Customer,18,2010,NSW,10,25-34,61-70,Cat_1,266
Female,Help Desk Technician,Manufacturing,Mass Customer,4,3500,VIC,2,25-34,61-70,Cat_1,1409
Female,Clinical Specialist,Health,Affluent Customer,2,4069,QLD,8,18-24,71-80,Cat_2,3482
Female,Computer Systems Analyst IV,Manufacturing,Mass Customer,6,2074,NSW,11,45-54,21-30,Cat_1,3275
Female,Database Administrator II,Retail,High Net Worth,11,4226,QLD,7,45-54,51-60,Cat_1,904
Female,Associate Professor,Health,Mass Customer,16,2264,NSW,7,55-64,71-80,Cat_1,2536
Male,Automation Specialist II,Manufacturing,Mass Customer,7,2166,NSW,9,45-54,Nov-20,Cat_1,375
Female,Quality Engineer,Retail,Mass Customer,6,4510,QLD,3,35-44,41-50,Cat_1,2694
Male,Recruiter,Health,Affluent Customer,9,3059,VIC,9,35-44,51-60,Cat_2,3285
Male,Analog Circuit Design manager,Financial Services,High Net Worth,11,2745,NSW,10,35-44,21-30,Cat_1,3016
Male,Research Assistant I,Health,High Net Worth,18,2090,NSW,10,55-64,21-30,Cat_1,3493
Male,Sales Representative,Retail,High Net Worth,4,4122,QLD,8,45-54,Below 10,Cat_2,864
Male,Human Resources Manager,Manufacturing,Mass Customer,7,3250,VIC,4,45-54,41-50,Cat_2,2510
Male,Desktop Support Technician,Retail,Mass Customer,18,2199,NSW,1,45-54,Above 90,Cat_1,2156
Female,Senior Financial Analyst,Financial Services,High Net Worth,2,4220,QLD,9,35-44,Nov-20,Cat_3,1600
Male,Dental Hygienist,Health,High Net Worth,10,2176,NSW,10,45-54,31-40,Cat_2,2033
Female,Nuclear Power Engineer,Manufacturing,Mass Customer,7,4216,QLD,10,55-64,Below 10,Cat_2,1999
Female,Statistician II,Financial Services,Mass Customer,17,3037,VIC,9,55-64,Nov-20,Cat_3,2060
Male,VP Quality Control,Retail,Mass Customer,16,2061,NSW,10,35-44,61-70,Cat_2,2569
Male,Executive Secretary,Retail,High Net Worth,7,2089,NSW,10,35-44,61-70,Cat_3,2853
Female,Chemical Engineer,Manufacturing,Mass Customer,11,2067,NSW,11,45-54,Nov-20,Cat_1,818
Female,Human Resources Assistant II,Manufacturing,Mass Customer,14,2166,NSW,9,35-44,51-60,Cat_1,3164
Female,Geologist IV,Retail,Affluent Customer,1,4215,QLD,9,18-24,Nov-20,Cat_1,2296
Female,Clinical Specialist,Health,Mass Customer,16,2093,NSW,9,55-64,71-80,Cat_3,2836
Male,General Manager,Financial Services,Affluent Customer,3,2756,NSW,8,18-24,31-40,Cat_1,1436
Male,Social Worker,Health,Mass Customer,20,2046,NSW,9,55-64,31-40,Cat_3,482
Male,Assistant Professor,Manufacturing,Mass Customer,18,2540,NSW,9,45-54,41-50,Cat_3,760
Female,Staff Accountant III,Entertainment,Mass Customer,17,2073,NSW,12,25-34,61-70,Cat_3,1570
Male,Graphic Designer,IT,High Net Worth,7,2145,NSW,8,55-64,81-90,Cat_1,3245
Female,Cost Accountant,Financial Services,Affluent Customer,18,2763,NSW,8,45-54,51-60,Cat_3,3039
Female,General Manager,Financial Services,Affluent Customer,11,2102,NSW,11,55-64,41-50,Cat_1,2590
Male,Web Developer III,Health,Mass Customer,13,3083,VIC,8,35-44,21-30,Cat_1,2175
